
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: OAuth token insertion failed: () 
2019-06-12 13:55:04 INFO: Access Token has expired. Hence refreshing.
2019-06-12 14:55:05 INFO: Access Token has expired. Hence refreshing.
2019-06-12 15:55:05 INFO: Access Token has expired. Hence refreshing.
2019-06-12 16:55:06 INFO: Access Token has expired. Hence refreshing.
2019-06-12 17:55:07 INFO: Access Token has expired. Hence refreshing.
2019-06-12 18:55:08 INFO: Access Token has expired. Hence refreshing.
2019-06-12 19:55:09 INFO: Access Token has expired. Hence refreshing.
2019-06-12 20:55:10 INFO: Access Token has expired. Hence refreshing.
2019-06-12 22:00:01 INFO: Access Token has expired. Hence refreshing.
2019-06-12 23:00:02 INFO: Access Token has expired. Hence refreshing.
2019-06-13 00:00:04 INFO: Access Token has expired. Hence refreshing.
2019-06-13 01:00:05 INFO: Access Token has expired. Hence refreshing.
2019-06-13 02:00:06 INFO: Access Token has expired. Hence refreshing.
2019-06-13 03:00:07 INFO: Access Token has expired. Hence refreshing.
2019-06-13 04:05:01 INFO: Access Token has expired. Hence refreshing.
2019-06-13 05:05:02 INFO: Access Token has expired. Hence refreshing.
2019-06-13 06:05:03 INFO: Access Token has expired. Hence refreshing.
2019-06-13 07:05:04 INFO: Access Token has expired. Hence refreshing.
2019-06-13 08:05:05 INFO: Access Token has expired. Hence refreshing.
2019-06-13 09:05:06 INFO: Access Token has expired. Hence refreshing.
2019-06-13 10:05:07 INFO: Access Token has expired. Hence refreshing.
2019-06-13 11:05:08 INFO: Access Token has expired. Hence refreshing.
2019-06-13 12:05:09 INFO: Access Token has expired. Hence refreshing.
2019-06-13 13:05:10 INFO: Access Token has expired. Hence refreshing.
2019-06-13 14:09:07 INFO: Access Token has expired. Hence refreshing.
2019-06-13 15:10:01 INFO: Access Token has expired. Hence refreshing.
2019-06-13 16:10:02 INFO: Access Token has expired. Hence refreshing.
2019-06-13 17:10:08 INFO: Access Token has expired. Hence refreshing.
2019-06-13 18:15:01 INFO: Access Token has expired. Hence refreshing.
2019-06-13 19:15:02 INFO: Access Token has expired. Hence refreshing.
2019-06-13 20:15:02 INFO: Access Token has expired. Hence refreshing.
2019-06-13 21:15:03 INFO: Access Token has expired. Hence refreshing.
2019-06-13 22:15:04 INFO: Access Token has expired. Hence refreshing.
2019-06-13 23:15:06 INFO: Access Token has expired. Hence refreshing.
2019-06-14 00:15:07 INFO: Access Token has expired. Hence refreshing.
2019-06-14 01:15:08 INFO: Access Token has expired. Hence refreshing.
2019-06-14 02:15:10 INFO: Access Token has expired. Hence refreshing.
2019-06-14 03:15:10 INFO: Access Token has expired. Hence refreshing.
2019-06-14 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-06-14 05:20:02 INFO: Access Token has expired. Hence refreshing.
2019-06-14 06:20:03 INFO: Access Token has expired. Hence refreshing.
2019-06-14 07:20:04 INFO: Access Token has expired. Hence refreshing.
2019-06-14 08:20:05 INFO: Access Token has expired. Hence refreshing.
2019-06-14 09:20:05 INFO: Access Token has expired. Hence refreshing.
2019-06-14 10:20:06 INFO: Access Token has expired. Hence refreshing.
2019-06-14 11:20:07 INFO: Access Token has expired. Hence refreshing.
2019-06-14 12:20:07 INFO: Access Token has expired. Hence refreshing.
2019-06-14 13:22:26 INFO: Access Token has expired. Hence refreshing.
2019-06-14 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-06-14 15:25:02 INFO: Access Token has expired. Hence refreshing.
2019-06-14 16:25:03 INFO: Access Token has expired. Hence refreshing.
2019-06-14 17:25:04 INFO: Access Token has expired. Hence refreshing.
2019-06-14 18:25:05 INFO: Access Token has expired. Hence refreshing.
2019-06-14 19:25:05 INFO: Access Token has expired. Hence refreshing.
2019-06-14 20:25:06 INFO: Access Token has expired. Hence refreshing.
2019-06-14 21:25:07 INFO: Access Token has expired. Hence refreshing.
2019-06-14 22:30:02 INFO: Access Token has expired. Hence refreshing.
2019-06-14 23:30:03 INFO: Access Token has expired. Hence refreshing.
2019-06-15 00:30:04 INFO: Access Token has expired. Hence refreshing.
2019-06-15 01:30:05 INFO: Access Token has expired. Hence refreshing.
2019-06-15 02:30:06 INFO: Access Token has expired. Hence refreshing.
2019-06-15 03:30:07 INFO: Access Token has expired. Hence refreshing.
2019-06-15 04:30:08 INFO: Access Token has expired. Hence refreshing.
2019-06-15 05:35:01 INFO: Access Token has expired. Hence refreshing.
2019-06-15 06:35:02 INFO: Access Token has expired. Hence refreshing.
2019-06-15 07:35:03 INFO: Access Token has expired. Hence refreshing.
2019-06-15 08:35:04 INFO: Access Token has expired. Hence refreshing.
2019-06-15 09:35:04 INFO: Access Token has expired. Hence refreshing.
2019-06-15 10:35:05 INFO: Access Token has expired. Hence refreshing.
2019-06-15 11:35:06 INFO: Access Token has expired. Hence refreshing.
2019-06-15 12:35:08 INFO: Access Token has expired. Hence refreshing.
2019-06-15 13:40:01 INFO: Access Token has expired. Hence refreshing.
2019-06-15 14:40:02 INFO: Access Token has expired. Hence refreshing.
2019-06-15 15:40:03 INFO: Access Token has expired. Hence refreshing.
2019-06-15 16:40:04 INFO: Access Token has expired. Hence refreshing.
2019-06-15 17:40:05 INFO: Access Token has expired. Hence refreshing.
2019-06-15 18:40:06 INFO: Access Token has expired. Hence refreshing.
2019-06-15 19:40:07 INFO: Access Token has expired. Hence refreshing.
2019-06-15 20:40:07 INFO: Access Token has expired. Hence refreshing.
2019-06-15 21:45:01 INFO: Access Token has expired. Hence refreshing.
2019-06-15 22:45:02 INFO: Access Token has expired. Hence refreshing.
2019-06-15 23:45:02 INFO: Access Token has expired. Hence refreshing.
2019-06-16 00:45:03 INFO: Access Token has expired. Hence refreshing.
2019-06-16 01:45:04 INFO: Access Token has expired. Hence refreshing.
2019-06-16 02:45:05 INFO: Access Token has expired. Hence refreshing.
2019-06-16 03:45:06 INFO: Access Token has expired. Hence refreshing.
2019-06-16 04:45:07 INFO: Access Token has expired. Hence refreshing.
2019-06-16 05:45:08 INFO: Access Token has expired. Hence refreshing.
2019-06-16 06:50:01 INFO: Access Token has expired. Hence refreshing.
2019-06-16 07:50:02 INFO: Access Token has expired. Hence refreshing.
2019-06-16 08:50:03 INFO: Access Token has expired. Hence refreshing.
2019-06-16 09:50:04 INFO: Access Token has expired. Hence refreshing.
2019-06-16 10:50:05 INFO: Access Token has expired. Hence refreshing.
2019-06-16 11:50:05 INFO: Access Token has expired. Hence refreshing.
2019-06-16 12:50:06 INFO: Access Token has expired. Hence refreshing.
2019-06-16 13:50:07 INFO: Access Token has expired. Hence refreshing.
2019-06-16 14:55:01 INFO: Access Token has expired. Hence refreshing.
2019-06-16 15:55:03 INFO: Access Token has expired. Hence refreshing.
2019-06-16 16:55:03 INFO: Access Token has expired. Hence refreshing.
2019-06-16 17:55:04 INFO: Access Token has expired. Hence refreshing.
2019-06-16 19:00:01 INFO: Access Token has expired. Hence refreshing.
2019-06-16 20:00:02 INFO: Access Token has expired. Hence refreshing.
2019-06-16 21:00:03 INFO: Access Token has expired. Hence refreshing.
2019-06-16 22:00:04 INFO: Access Token has expired. Hence refreshing.
2019-06-16 23:00:04 INFO: Access Token has expired. Hence refreshing.
2019-06-17 00:00:05 INFO: Access Token has expired. Hence refreshing.
2019-06-17 00:00:05 INFO: Access Token has expired. Hence refreshing.
2019-06-17 01:00:06 INFO: Access Token has expired. Hence refreshing.
2019-06-17 02:00:07 INFO: Access Token has expired. Hence refreshing.
2019-06-17 03:00:08 INFO: Access Token has expired. Hence refreshing.
2019-06-17 04:05:01 INFO: Access Token has expired. Hence refreshing.
2019-06-17 05:05:02 INFO: Access Token has expired. Hence refreshing.
2019-06-17 06:05:03 INFO: Access Token has expired. Hence refreshing.
2019-06-17 07:05:03 INFO: Access Token has expired. Hence refreshing.
2019-06-17 08:05:04 INFO: Access Token has expired. Hence refreshing.
2019-06-17 09:05:05 INFO: Access Token has expired. Hence refreshing.
2019-06-17 10:05:06 INFO: Access Token has expired. Hence refreshing.
2019-06-17 11:05:07 INFO: Access Token has expired. Hence refreshing.
2019-06-17 12:05:07 INFO: Access Token has expired. Hence refreshing.
2019-06-17 13:10:01 INFO: Access Token has expired. Hence refreshing.
2019-06-17 14:10:02 INFO: Access Token has expired. Hence refreshing.
2019-06-17 15:10:03 INFO: Access Token has expired. Hence refreshing.
2019-06-17 16:10:03 INFO: Access Token has expired. Hence refreshing.
2019-06-17 17:10:04 INFO: Access Token has expired. Hence refreshing.
2019-06-17 18:10:08 INFO: Access Token has expired. Hence refreshing.
2019-06-17 19:15:02 INFO: Access Token has expired. Hence refreshing.
2019-06-17 20:15:02 INFO: Access Token has expired. Hence refreshing.
2019-06-17 21:15:03 INFO: Access Token has expired. Hence refreshing.
2019-06-17 22:15:04 INFO: Access Token has expired. Hence refreshing.
2019-06-17 23:15:06 INFO: Access Token has expired. Hence refreshing.
2019-06-18 00:15:07 INFO: Access Token has expired. Hence refreshing.
2019-06-18 01:15:08 INFO: Access Token has expired. Hence refreshing.
2019-06-18 02:20:01 INFO: Access Token has expired. Hence refreshing.
2019-06-18 03:20:02 INFO: Access Token has expired. Hence refreshing.
2019-06-18 04:20:03 INFO: Access Token has expired. Hence refreshing.
2019-06-18 05:20:04 INFO: Access Token has expired. Hence refreshing.
2019-06-18 06:20:05 INFO: Access Token has expired. Hence refreshing.
2019-06-18 07:20:05 INFO: Access Token has expired. Hence refreshing.
2019-06-18 08:20:06 INFO: Access Token has expired. Hence refreshing.
2019-06-18 09:20:07 INFO: Access Token has expired. Hence refreshing.
2019-06-18 10:20:08 INFO: Access Token has expired. Hence refreshing.
2019-06-18 11:20:09 INFO: Access Token has expired. Hence refreshing.
2019-06-18 12:20:09 INFO: Access Token has expired. Hence refreshing.
2019-06-18 13:20:10 INFO: Access Token has expired. Hence refreshing.
2019-06-18 14:20:20 INFO: Access Token has expired. Hence refreshing.
2019-06-18 15:23:42 INFO: Access Token has expired. Hence refreshing.
2019-06-18 16:25:01 INFO: Access Token has expired. Hence refreshing.
2019-06-18 20:17:42 INFO: Access Token has expired. Hence refreshing.
2019-06-19 00:00:02 INFO: Access Token has expired. Hence refreshing.
2019-06-19 07:56:06 INFO: Access Token has expired. Hence refreshing.
2019-06-19 09:36:30 INFO: Access Token has expired. Hence refreshing.
2019-06-19 11:30:56 INFO: Access Token has expired. Hence refreshing.
2019-06-19 12:33:58 INFO: Access Token has expired. Hence refreshing.
2019-06-19 13:35:01 INFO: Access Token has expired. Hence refreshing.
2019-06-19 14:35:02 INFO: Access Token has expired. Hence refreshing.
2019-06-19 15:35:02 INFO: Access Token has expired. Hence refreshing.
2019-06-19 16:35:03 INFO: Access Token has expired. Hence refreshing.
2019-06-19 17:35:05 INFO: Access Token has expired. Hence refreshing.
2019-06-19 18:35:05 INFO: Access Token has expired. Hence refreshing.
2019-06-19 19:35:06 INFO: Access Token has expired. Hence refreshing.
2019-06-19 20:35:07 INFO: Access Token has expired. Hence refreshing.
2019-06-19 21:35:07 INFO: Access Token has expired. Hence refreshing.
2019-06-19 22:35:08 INFO: Access Token has expired. Hence refreshing.
2019-06-19 23:40:01 INFO: Access Token has expired. Hence refreshing.
2019-06-20 00:40:02 INFO: Access Token has expired. Hence refreshing.
2019-06-20 01:40:03 INFO: Access Token has expired. Hence refreshing.
2019-06-20 02:40:04 INFO: Access Token has expired. Hence refreshing.
2019-06-20 03:40:05 INFO: Access Token has expired. Hence refreshing.
2019-06-20 04:40:06 INFO: Access Token has expired. Hence refreshing.
2019-06-20 05:40:07 INFO: Access Token has expired. Hence refreshing.
2019-06-20 06:40:08 INFO: Access Token has expired. Hence refreshing.
2019-06-20 07:40:08 INFO: Access Token has expired. Hence refreshing.
2019-06-20 08:40:09 INFO: Access Token has expired. Hence refreshing.
2019-06-20 09:45:01 INFO: Access Token has expired. Hence refreshing.
2019-06-20 10:45:01 INFO: Access Token has expired. Hence refreshing.
2019-06-20 11:45:02 INFO: Access Token has expired. Hence refreshing.
2019-06-20 12:45:03 INFO: Access Token has expired. Hence refreshing.
2019-06-20 13:45:04 INFO: Access Token has expired. Hence refreshing.
2019-06-20 14:45:04 INFO: Access Token has expired. Hence refreshing.
2019-06-20 15:45:05 INFO: Access Token has expired. Hence refreshing.
2019-06-20 16:45:06 INFO: Access Token has expired. Hence refreshing.
2019-06-20 17:45:07 INFO: Access Token has expired. Hence refreshing.
2019-06-20 18:50:01 INFO: Access Token has expired. Hence refreshing.
2019-06-20 19:50:02 INFO: Access Token has expired. Hence refreshing.
2019-06-20 20:50:02 INFO: Access Token has expired. Hence refreshing.
2019-06-20 21:50:03 INFO: Access Token has expired. Hence refreshing.
2019-06-20 22:50:04 INFO: Access Token has expired. Hence refreshing.
2019-06-20 23:50:05 INFO: Access Token has expired. Hence refreshing.
2019-06-21 00:50:06 INFO: Access Token has expired. Hence refreshing.
2019-06-21 01:55:01 INFO: Access Token has expired. Hence refreshing.
2019-06-21 02:55:02 INFO: Access Token has expired. Hence refreshing.
2019-06-21 03:55:03 INFO: Access Token has expired. Hence refreshing.
2019-06-21 04:55:04 INFO: Access Token has expired. Hence refreshing.
2019-06-21 05:55:04 INFO: Access Token has expired. Hence refreshing.
2019-06-21 06:55:05 INFO: Access Token has expired. Hence refreshing.
2019-06-21 07:55:06 INFO: Access Token has expired. Hence refreshing.
2019-06-21 09:00:01 INFO: Access Token has expired. Hence refreshing.
2019-06-21 10:00:01 INFO: Access Token has expired. Hence refreshing.
2019-06-21 11:00:02 INFO: Access Token has expired. Hence refreshing.
2019-06-21 12:00:03 INFO: Access Token has expired. Hence refreshing.
2019-06-21 12:00:03 INFO: Access Token has expired. Hence refreshing.
2019-06-21 13:00:04 INFO: Access Token has expired. Hence refreshing.
2019-06-21 14:00:05 INFO: Access Token has expired. Hence refreshing.
2019-06-21 15:00:06 INFO: Access Token has expired. Hence refreshing.
2019-06-21 16:00:07 INFO: Access Token has expired. Hence refreshing.
2019-06-21 16:00:07 INFO: Access Token has expired. Hence refreshing.
2019-06-21 17:04:11 INFO: Access Token has expired. Hence refreshing.
2019-06-21 18:05:01 INFO: Access Token has expired. Hence refreshing.
2019-06-21 19:05:03 INFO: Access Token has expired. Hence refreshing.
2019-06-21 20:05:03 INFO: Access Token has expired. Hence refreshing.
2019-06-21 21:05:04 INFO: Access Token has expired. Hence refreshing.
2019-06-21 22:05:05 INFO: Access Token has expired. Hence refreshing.
2019-06-21 23:05:05 INFO: Access Token has expired. Hence refreshing.
2019-06-22 00:05:06 INFO: Access Token has expired. Hence refreshing.
2019-06-22 01:05:07 INFO: Access Token has expired. Hence refreshing.
2019-06-22 02:10:01 INFO: Access Token has expired. Hence refreshing.
2019-06-22 03:10:02 INFO: Access Token has expired. Hence refreshing.
2019-06-22 04:10:03 INFO: Access Token has expired. Hence refreshing.
2019-06-22 05:10:04 INFO: Access Token has expired. Hence refreshing.
2019-06-22 06:10:05 INFO: Access Token has expired. Hence refreshing.
2019-06-22 07:10:06 INFO: Access Token has expired. Hence refreshing.
2019-06-22 08:15:01 INFO: Access Token has expired. Hence refreshing.
2019-06-22 09:15:02 INFO: Access Token has expired. Hence refreshing.
2019-06-22 10:15:03 INFO: Access Token has expired. Hence refreshing.
2019-06-22 11:15:04 INFO: Access Token has expired. Hence refreshing.
2019-06-22 12:15:05 INFO: Access Token has expired. Hence refreshing.
2019-06-22 13:15:06 INFO: Access Token has expired. Hence refreshing.
2019-06-22 14:15:07 INFO: Access Token has expired. Hence refreshing.
2019-06-22 15:20:01 INFO: Access Token has expired. Hence refreshing.
2019-06-22 16:20:02 INFO: Access Token has expired. Hence refreshing.
2019-06-22 17:20:03 INFO: Access Token has expired. Hence refreshing.
2019-06-22 18:20:03 INFO: Access Token has expired. Hence refreshing.
2019-06-22 19:20:04 INFO: Access Token has expired. Hence refreshing.
2019-06-22 20:20:05 INFO: Access Token has expired. Hence refreshing.
2019-06-22 21:20:06 INFO: Access Token has expired. Hence refreshing.
2019-06-22 22:20:07 INFO: Access Token has expired. Hence refreshing.
2019-06-22 23:25:01 INFO: Access Token has expired. Hence refreshing.
2019-06-23 00:25:02 INFO: Access Token has expired. Hence refreshing.
2019-06-23 01:25:02 INFO: Access Token has expired. Hence refreshing.
2019-06-23 02:25:03 INFO: Access Token has expired. Hence refreshing.
2019-06-23 03:25:04 INFO: Access Token has expired. Hence refreshing.
2019-06-23 04:25:05 INFO: Access Token has expired. Hence refreshing.
2019-06-23 05:25:06 INFO: Access Token has expired. Hence refreshing.
2019-06-23 06:25:07 INFO: Access Token has expired. Hence refreshing.
2019-06-23 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-06-23 08:30:02 INFO: Access Token has expired. Hence refreshing.
2019-06-23 09:30:03 INFO: Access Token has expired. Hence refreshing.
2019-06-23 10:30:04 INFO: Access Token has expired. Hence refreshing.
2019-06-23 11:30:05 INFO: Access Token has expired. Hence refreshing.
2019-06-23 12:30:06 INFO: Access Token has expired. Hence refreshing.
2019-06-23 13:30:07 INFO: Access Token has expired. Hence refreshing.
2019-06-23 14:30:07 INFO: Access Token has expired. Hence refreshing.
2019-06-23 15:35:01 INFO: Access Token has expired. Hence refreshing.
2019-06-23 16:35:02 INFO: Access Token has expired. Hence refreshing.
2019-06-23 17:35:03 INFO: Access Token has expired. Hence refreshing.
2019-06-23 18:35:04 INFO: Access Token has expired. Hence refreshing.
2019-06-23 19:35:05 INFO: Access Token has expired. Hence refreshing.
2019-06-23 20:35:06 INFO: Access Token has expired. Hence refreshing.
2019-06-23 21:35:07 INFO: Access Token has expired. Hence refreshing.
2019-06-23 22:40:02 INFO: Access Token has expired. Hence refreshing.
2019-06-23 23:40:02 INFO: Access Token has expired. Hence refreshing.
2019-06-24 00:40:03 INFO: Access Token has expired. Hence refreshing.
2019-06-24 01:40:04 INFO: Access Token has expired. Hence refreshing.
2019-06-24 02:40:05 INFO: Access Token has expired. Hence refreshing.
2019-06-24 03:40:06 INFO: Access Token has expired. Hence refreshing.
2019-06-24 04:40:06 INFO: Access Token has expired. Hence refreshing.
2019-06-24 05:45:01 INFO: Access Token has expired. Hence refreshing.
